title|url|date|course_info|start_time|language|location_detail|target_group|subscription_limit|constraints|price|details|sub_title|intro|full_body|data
Advances in AI at the service of the Media industry and society|https://www.vaia.be/en/courses/advances-in-ai-at-the-service-of-the-media-industry-and-society|28/11/2022|1st Junior Fellow Day-Online-AI4Media|28 Nov 2022 13:15 - 17:30|English|Online|Target audience: anybody interested in the work of our fellows|||free|https://www.ai4media.eu/event/ai4media-1st-junior-fellow-day-2022/|AI4Media 1st Junior Fellow Day 2022|During this day we bring together many Junior Fellows that have participated in our Exchange Program and it will provide a platform for sharing their work that is aimed at contributing to the advances in AI at the service of the Media industry and society.| The AI4Media Junior Fellows Program is the project’s international research exchange initiative  which goal is to enhance mobility  especially among young researchers  to contribute to the spread of AI excellence “made in Europe”. |Advances in AI at the service of the Media industry and society  The AI4Media Junior Fellows Program is the project’s international research exchange initiative  which goal is to enhance mobility  especially among young researchers  to contribute to the spread of AI excellence “made in Europe”  During this day we bring together many Junior Fellows that have participated in our Exchange Program and it will provide a platform for sharing their work that is aimed at contributing to the advances in AI at the service of the Media industry and society httpswwwai4mediaeueventai4media1stjuniorfellowday2022 AI4Media 1st Junior Fellow Day 2022 1st Junior Fellow DayOnlineAI4Media
Accelerating scientific discovery through AI|https://www.vaia.be/en/courses/vsc-alphafold-event-livestream-on-nov-25th|25/11/2022|Seminar-Livestream-VSC (The Flemish Supercomputer Center)|25 Nov 2022 09:15 - 12:15|English|https://www.vscentrum.be/livestream|Target audience: AlphaFold enthousiasts||no|free|https://www.vscentrum.be/livestream|VSC AlphaFold event|The Flemish Supercomputer Center (VSC) organises an event around AlphaFold, the scientific breakthrough of the year 2021 that can predict 3D models of protein structures with unprecedented accuracy. Three international experts will be featured in the livestream.| The Flemish Supercomputer Center (VSC) organises an event around AlphaFold  the scientific breakthrough of the year 2021 that can predict 3D models of protein structures with unprecedented accuracy. Three international experts will be featured in the livestream. Programme 9.15 u.: Welcome 9.30 u.: A new era in (structural) biology - Impact of structure prediction using AI methods Sameer Velankar - team leader at the European Bioinformatics Institute (EBI) part of the European Molecular Biology Laboratory (EMBL) 10.25 u.: coffee break 10.40 u.: Structure is the new sequence Janani Durairaj - postdoctoral researcher at University of Basel 11.20 u.: AlphaFill Ida de Vries & Anastassis (Tassos) Perrakis - researchers at The Netherlands Cancer Institute |Accelerating scientific discovery through AI  The Flemish Supercomputer Center VSC organises an event around AlphaFold  the scientific breakthrough of the year 2021 that can predict 3D models of protein structures with unprecedented accuracy Three international experts will be featured in the livestream Programme 915 u Welcome 930 u A new era in structural biology  Impact of structure prediction using AI methods Sameer Velankar  team leader at the European Bioinformatics Institute EBI part of the European Molecular Biology Laboratory EMBL 1025 u coffee break 1040 u Structure is the new sequence Janani Durairaj  postdoctoral researcher at University of Basel 1120 u AlphaFill Ida de Vries  Anastassis Tassos Perrakis  researchers at The Netherlands Cancer Institute  The Flemish Supercomputer Center VSC organises an event around AlphaFold the scientific breakthrough of the year 2021 that can predict 3D models of protein structures with unprecedented accuracy Three international experts will be featured in the livestream httpswwwvscentrumbelivestream VSC AlphaFold event SeminarLivestreamVSC The Flemish Supercomputer Center
Demystifying Synthetic Data: challenges and opportunities|https://www.vaia.be/en/courses/demystifying-synthetic-data-challenges-and-opportunities|22/11/2022|Webinar-Online-KU Leuven AI Summer school|22 Nov 2022 12:30 - 14:00|English|Online|Target audience: everyone||no|free|https://www.law.kuleuven.be/ai-summer-school/registration-form-event/|22 Nov 2022 12:30 - 14:00|More info  Share this course  | The webinar takes place in the form of a roundtable with invited speakers who will each provide a brief introduction to synthetic data from their perspective  followed by an open discussion with the participants and a Q&A. Speakers Isabel Barberá Gerben KooistraYasaman YousefiMorgan Guillaudeux  |Demystifying Synthetic Data challenges and opportunities  The webinar takes place in the form of a roundtable with invited speakers who will each provide a brief introduction to synthetic data from their perspective  followed by an open discussion with the participants and a QA Speakers Isabel Barberá Gerben KooistraYasaman YousefiMorgan Guillaudeux   More info  Share this course   httpswwwlawkuleuvenbeaisummerschoolregistrationformevent 22 Nov 2022 1230  1400 WebinarOnlineKU Leuven AI Summer school
Physical dynamic systems learning from interactions with the real world|https://www.vaia.be/en/courses/physical-dynamic-systems-learning-from-interactions-with-the-real-world|21/11/2022|Webinar with Guillaume Crevecoeur (Ghent University)-Online-VAIA &amp; KU Leuven Stadius|21 Nov 2022 15:00 - 16:00|English|Online|Target audience: everyone interested in research on AI/Machine learning and Automation/Control|||free|https://www.vaia.be/en/courses/physical-dynamic-systems-learning-from-interactions-with-the-real-world#registrationForm|Using algorithms and architectures at the intersection of classical control and reinforcement learning|This talk presents recent algorithms and architectures at the intersection of classical control and reinforcement that allow physical dynamic systems to safely learn from interactions with the real world. The application of these methodologies on real-world mechatronic systems to improve efficiency and performance will be shown.| Physical dynamic systems like mechatronic systems face increasing challenges with respect to efficiency and quality. Higher levels of adaptivity and automation are required in an industry 4.0 setting. Control strategies based on expert knowledge and physics-based models are often suboptimal as not all physical phenomena might be properly incorporated. Also  the interactions of physical dynamic systems with varying environments bring about uncertainties. Reinforcement learning agents on the other hand allow to learn from interactions but demand expensive and sometime unsafe experimentation. |Physical dynamic systems learning from interactions with the real world  Physical dynamic systems like mechatronic systems face increasing challenges with respect to efficiency and quality Higher levels of adaptivity and automation are required in an industry 40 setting Control strategies based on expert knowledge and physicsbased models are often suboptimal as not all physical phenomena might be properly incorporated Also  the interactions of physical dynamic systems with varying environments bring about uncertainties Reinforcement learning agents on the other hand allow to learn from interactions but demand expensive and sometime unsafe experimentation  This talk presents recent algorithms and architectures at the intersection of classical control and reinforcement that allow physical dynamic systems to safely learn from interactions with the real world The application of these methodologies on realworld mechatronic systems to improve efficiency and performance will be shown httpswwwvaiabeencoursesphysicaldynamicsystemslearningfrominteractionswiththerealworldregistrationForm Using algorithms and architectures at the intersection of classical control and reinforcement learning Webinar with Guillaume Crevecoeur Ghent UniversityOnlineVAIA amp KU Leuven Stadius
Current Trends in AI|https://www.vaia.be/en/courses/current-trends-in-ai|16/11/2022|Seminar series-Brugge-KU Leuven Postuniversitair Centrum|16 Nov 2022 - 30 Nov 2022|English|KU Leuven Campus Brugge - Spoorwegstraat, 12 Brugge or online|Target audience: This seminar series is especially designed for AI-professionals who wish to stay up to date: AI engineers, R&amp;D managers, IT developers, functional analysts, ...|10 Nov 2022|For those working with AI on a daily basis|€800 for complete seminar or €220 for one seminar|https://puc.kuleuven.be/nl/opleiding/current_trends_in_ai-0xn78ga7d3grbaze|Stay up to date with the newest techniques within various domains|The world of artificial intelligence evolves at an astonishing speed. For those working with AI on a daily basis, staying up to date with the newest techniques within various domains is a challenge. In this seminar series, academic experts will bring you up to speed with the hottest topics in Computer Vision, Natural Language Processing, Combinatorial Optimization and Time Series Analysis. All seminars will include various use cases and one testimonial from an industrial partner.| The world of artificial intelligence evolves at an astonishing speed. For those working with AI on a daily basis  staying up to date with the newest techniques within various domains is a challenge. In this seminar series  academic experts will bring you up to speed with the hottest topics in Computer Vision  Natural Language Processing  Combinatorial Optimization and Time Series Analysis. All seminars will include various use cases and one testimonial from an industrial partner. |Current Trends in AI  The world of artificial intelligence evolves at an astonishing speed For those working with AI on a daily basis  staying up to date with the newest techniques within various domains is a challenge In this seminar series  academic experts will bring you up to speed with the hottest topics in Computer Vision  Natural Language Processing  Combinatorial Optimization and Time Series Analysis All seminars will include various use cases and one testimonial from an industrial partner  The world of artificial intelligence evolves at an astonishing speed For those working with AI on a daily basis staying up to date with the newest techniques within various domains is a challenge In this seminar series academic experts will bring you up to speed with the hottest topics in Computer Vision Natural Language Processing Combinatorial Optimization and Time Series Analysis All seminars will include various use cases and one testimonial from an industrial partner httpspuckuleuvenbenlopleidingcurrenttrendsinai0xn78ga7d3grbaze Stay up to date with the newest techniques within various domains Seminar seriesBruggeKU Leuven Postuniversitair Centrum
Business Implications of AI|https://www.vaia.be/en/courses/business-implications-of-ai|16/11/2022|Online course-EIT Digital|16 Nov 2022 - 18 Nov 2022|English|Abroad|Target audience: managers|||€2.800 + VAT|https://professionalschool.eitdigital.eu/business-implications-of-ai?utm_medium=email&_hsmi=124182292&_hsenc=p2ANqtz--O7Xf9EnZ6L97lRVZE4578Q7dW7uXLPae0XEYscbNgKC-uvZQTaFZXglt54pWyELkPNTkWD7iwwHKac4bzIHOnNAMlQg&utm_content=124182292&utm_source=hs_email|Future proof your decision making with artificial intelligence.|Without a doubt, Artificial Intelligence is changing the business landscape. But before you can leverage the power of AI, you first need to know where to begin. That’s where our Business Implications of AI course comes in.| Without a doubt  Artificial Intelligence is changing the business landscape. But before you can leverage the power of AI  you first need to know where to begin. That’s where our Business Implications of AI course comes in. |Business Implications of AI  Without a doubt  Artificial Intelligence is changing the business landscape But before you can leverage the power of AI  you first need to know where to begin That’s where our Business Implications of AI course comes in  Without a doubt Artificial Intelligence is changing the business landscape But before you can leverage the power of AI you first need to know where to begin That’s where our Business Implications of AI course comes in httpsprofessionalschooleitdigitaleubusinessimplicationsofaiutmmediumemailhsmi124182292hsencp2ANqtzO7Xf9EnZ6L97lRVZE4578Q7dW7uXLPae0XEYscbNgKCuvZQTaFZXglt54pWyELkPNTkWD7iwwHKac4bzIHOnNAMlQgutmcontent124182292utmsourcehsemail Future proof your decision making with artificial intelligence Online courseEIT Digital
Femtech: the next big technology boom|https://www.vaia.be/en/courses/femtech-the-next-big-technology-boom-apps-voor-vrouwen-of-voor-de-centen|15/11/2022|Study evening-Gent or Online-KU Leuven Postuniversitair Centrum|15 Nov 2022 19:30 - 21:00|English|Gebroeders de Smetstraat 1, 9000 Gent|Target audience: iedereen, eindgebruikers van de apps|08 Nov 2022|geen|€25|https://puc.kuleuven.be/nl/opleiding/femtech_the_next_big_technology_boom-jynokgo0yzgd4are|Apps for women... or for pennies?|"Femtech, contraction of ""female technology,"" is a collective term for all technology that focuses on women's health. Particularly popular are fertility and menstrual tracking (FMT) apps, such as Clue, Flo and Glow. Part of the reason the femtech market is picking up is the growing focus on gender equality. Femtech products are therefore said to contribute to the further emancipation and empowerment of women."| This evening focuses on the ethical and legal risks posed by femtech. What type of data do these apps collect? How do app developers and tech companies use these often very personal data? What is their underlying business model? In short  is it really safe and wise to share your most intimate details in FMT apps? |Femtech the next big technology boom  This evening focuses on the ethical and legal risks posed by femtech What type of data do these apps collect How do app developers and tech companies use these often very personal data What is their underlying business model In short  is it really safe and wise to share your most intimate details in FMT apps  Femtech contraction of female technology is a collective term for all technology that focuses on womens health Particularly popular are fertility and menstrual tracking FMT apps such as Clue Flo and Glow Part of the reason the femtech market is picking up is the growing focus on gender equality Femtech products are therefore said to contribute to the further emancipation and empowerment of women httpspuckuleuvenbenlopleidingfemtechthenextbigtechnologyboomjynokgo0yzgd4are Apps for women or for pennies Study eveningGent or OnlineKU Leuven Postuniversitair Centrum
Behavioral approach to system theory|https://www.vaia.be/en/courses/behavioral-approach-to-system-theory|14/11/2022|6-day course-Leuven-SOCN|14 Nov 2022 - 9 Dec 2022|English|Leuven|Target audience: Attendees are expected to have some background on differential equations.|09 Dec 2022|Background on differential equations.|€|https://sites.uclouvain.be/socn/node/53|14 Nov 2022 - 9 Dec 2022|More info  Share this course  | The behavioral approach to systems theory  put forward 40 years ago by Jan C. Willems  remained till recently an esoteric niche of research. The renewed interest in the last years is because of its unique suitability for the newly emerged data-driven paradigm  specifically the representation-free perspective on dynamical systems as sets of trajectories. A result derived in the behavioral setting that became known as the fundamental lemma started a new class of subspace-type data-driven methods. The fundamental lemma gives conditions for a non-parametric representation of a linear time-invariant system by the image of a Hankel matrix constructed from raw time series data. This course reviews the fundamental lemma  its generalizations  and related data-driven analysis  signal processing  and control methods. A prototypical signal processing problem considered in the course is interpolation and approximation of trajectories. It includes simulation  state estimation  and output tracking control as special cases. The theory leads to computationally tractable methods. Regularized version of the methods is robust to noise and model assumptions. Participants will get hands-on experience with the methods via Matlab exercises and individual work on mini-projects. The course consists of six 2.5-hour sessions. A session starts with an introduction  followed by questions-and-answers and exercises. After the third session  students will choose mini-projects to work on. The course will not cover a fixed curriculum and will be adapted as much as possible to the need and interests of the participants. An indicative outline of topics that will be discussed in the course is: Dynamical systems as sets of trajectoriesComplexity of a linear time-invariant systemParametric representations of a bounded complexity linear time-invariant systemControllability and control in the behavioral settingData-driven non-parametric model representationThe fundamental lemmaIdentifiability and the most powerful unfalsified modelGeneralizations of the fundamental lemmaData-driven interpolation and approximation of trajectoriesExistence and uniqueness of an exact interpolantMixed interpolation and approximationRecursive computationDealing with inexact/noisy dataNaive approach: using the pseudo-inverseStructured low-rank pre-processingNuclear-norm and \(\ell_1\)-norm regularizationGeneralizations to nonlinear systemsPolynomial time-invariant systemsHammerstein  finite-lag Volterra  and bilinear systemsLinear time-invariant embeddingApplicationsInput estimationInternal navigationDynamic measurement |Behavioral approach to system theory  The behavioral approach to systems theory  put forward 40 years ago by Jan C Willems  remained till recently an esoteric niche of research The renewed interest in the last years is because of its unique suitability for the newly emerged datadriven paradigm  specifically the representationfree perspective on dynamical systems as sets of trajectories A result derived in the behavioral setting that became known as the fundamental lemma started a new class of subspacetype datadriven methods The fundamental lemma gives conditions for a nonparametric representation of a linear timeinvariant system by the image of a Hankel matrix constructed from raw time series data This course reviews the fundamental lemma  its generalizations  and related datadriven analysis  signal processing  and control methods A prototypical signal processing problem considered in the course is interpolation and approximation of trajectories It includes simulation  state estimation  and output tracking control as special cases The theory leads to computationally tractable methods Regularized version of the methods is robust to noise and model assumptions Participants will get handson experience with the methods via Matlab exercises and individual work on miniprojects The course consists of six 25hour sessions A session starts with an introduction  followed by questionsandanswers and exercises After the third session  students will choose miniprojects to work on The course will not cover a fixed curriculum and will be adapted as much as possible to the need and interests of the participants An indicative outline of topics that will be discussed in the course is Dynamical systems as sets of trajectoriesComplexity of a linear timeinvariant systemParametric representations of a bounded complexity linear timeinvariant systemControllability and control in the behavioral settingDatadriven nonparametric model representationThe fundamental lemmaIdentifiability and the most powerful unfalsified modelGeneralizations of the fundamental lemmaDatadriven interpolation and approximation of trajectoriesExistence and uniqueness of an exact interpolantMixed interpolation and approximationRecursive computationDealing with inexactnoisy dataNaive approach using the pseudoinverseStructured lowrank preprocessingNuclearnorm and ell1norm regularizationGeneralizations to nonlinear systemsPolynomial timeinvariant systemsHammerstein  finitelag Volterra  and bilinear systemsLinear timeinvariant embeddingApplicationsInput estimationInternal navigationDynamic measurement  More info  Share this course   httpssitesuclouvainbesocnnode53 14 Nov 2022  9 Dec 2022 6day courseLeuvenSOCN
A tour of machine learning: classification|https://www.vaia.be/en/courses/a-tour-of-machine-learning-classification|14/11/2022|2-day workshop-Ghent-VIB Training|14 Nov 2022 - 15 Nov 2022|English|Technologiepark 75, 9052 Gent|Target audience: Life Science Researchers||Knowledge of Python|€85|https://training.vib.be/all-trainings/tour-machine-learning-classification-1|14 Nov 2022 - 15 Nov 2022|More info  Share this course  | In the current age of data  advanced analysis offered by Machine Learning research is essential for transforming this data into new knowledge and useful tools.  In this two-day workshop Sven Degroeve explains the principles underlying Machine Learning and teach you how to build accurate prediction models from data through hands on exercises  with a focus on building classification models. At the end of the workshop you will be able: to compute and evaluate prediction models from your data using the Scikit-Learn Python library.to understand current advances in Machine Learning such as Deep Learning. |A tour of machine learning classification  In the current age of data  advanced analysis offered by Machine Learning research is essential for transforming this data into new knowledge and useful tools  In this twoday workshop Sven Degroeve explains the principles underlying Machine Learning and teach you how to build accurate prediction models from data through hands on exercises  with a focus on building classification models At the end of the workshop you will be able to compute and evaluate prediction models from your data using the ScikitLearn Python libraryto understand current advances in Machine Learning such as Deep Learning  More info  Share this course   httpstrainingvibbealltrainingstourmachinelearningclassification1 14 Nov 2022  15 Nov 2022 2day workshopGhentVIB Training
A path to shareable and trustworthy data|https://www.vaia.be/en/courses/masterclass-european-data-economy-a-path-to-shareable-and-trustworthy-data|10/11/2022|Masterclass-Kortrijk or Online-KU Leuven Postuniversitair Centrum|10 Nov 2022 12:30 - 17:00|English|Etienne Sabbelaan 53, 8500 Kortrijk|Target audience: The target audience are companies that aspire to drive value out of their data, in particular in the (manufacturing) industry, including SMEs. This masterclass is especially designed for professionals working – either operationally or strategically – with data.|03 Nov 2022|no|€220|https://puc.kuleuven.be/nl/opleiding/masterclass_european_data_economy_a_path_to_shareable_and_trustworthy_data-no367l5adeg0pvwy|Which new business opportunities for industry and manufacturing arise from the recent legislative proposals?|In this masterclass we discuss the recent legislative initiatives concerning a European data economy and we explore the impact they (are expected to) have for industry and manufacturing, including SMEs. How can these new legislative measures be leveraged by the industry, for example in order to set up or procure predictive maintenance?| In this masterclass we discuss the recent legislative initiatives concerning a European data economy and we explore the impact they (are expected to) have for industry and manufacturing  including SMEs. How can these new legislative measures be leveraged by the industry  for example in order to set up or procure predictive maintenance? PROGRAM 12.30-13.00h - Welcome (with sandwiches)13.00-14.10h - Session 1: EU Strategy for Data The regulatory framework for data governance  access and reuse'Common European data spaces'AI StrategyIndustrial Strategy14.10-15.20h - Session 2: EU Legal Framework for the Data Economy Ongoing proposals:Data Governance ActData ActDigital Markets ActDigital Services ActAI Act Opportunities for industry and manufacturing15.20-16.30h - Session 3: IP Rights in Digital Manufacturing IP rights as an essential instrumentThe status of data  curated static data sets and streaming data and data-derived products (e.g. industrial simulations  predictive models and digital twins)The patentability of digital twins and  more generally  computer simulations  and of trained machine learning modelsOwnership issueData licensing16.30-17.00h - Company testimonial: GemOne |A path to shareable and trustworthy data  In this masterclass we discuss the recent legislative initiatives concerning a European data economy and we explore the impact they are expected to have for industry and manufacturing  including SMEs How can these new legislative measures be leveraged by the industry  for example in order to set up or procure predictive maintenance PROGRAM 12301300h  Welcome with sandwiches13001410h  Session 1 EU Strategy for Data The regulatory framework for data governance  access and reuseCommon European data spacesAI StrategyIndustrial Strategy14101520h  Session 2 EU Legal Framework for the Data Economy Ongoing proposalsData Governance ActData ActDigital Markets ActDigital Services ActAI Act Opportunities for industry and manufacturing15201630h  Session 3 IP Rights in Digital Manufacturing IP rights as an essential instrumentThe status of data  curated static data sets and streaming data and dataderived products eg industrial simulations  predictive models and digital twinsThe patentability of digital twins and  more generally  computer simulations  and of trained machine learning modelsOwnership issueData licensing16301700h  Company testimonial GemOne  In this masterclass we discuss the recent legislative initiatives concerning a European data economy and we explore the impact they are expected to have for industry and manufacturing including SMEs How can these new legislative measures be leveraged by the industry for example in order to set up or procure predictive maintenance httpspuckuleuvenbenlopleidingmasterclasseuropeandataeconomyapathtoshareableandtrustworthydatano367l5adeg0pvwy Which new business opportunities for industry and manufacturing arise from the recent legislative proposals MasterclassKortrijk or OnlineKU Leuven Postuniversitair Centrum
How to deploy performance management solutions at scale|https://www.vaia.be/en/courses/how-to-deploy-performance-management-solutions-at-scale|8/11/2022|Live webinar-Online-IPCOS|8 Nov 2022 17:00 - 19:00|English|Online|Target audience: managers who want to improve the efficiency and sustainability of their industrial facilities|08 Nov 2022||free|https://info.ipcos.com/how-to-deploy-performance-management-solutions-at-scale?utm_content=224316175&utm_medium=social&utm_source=twitter&hss_channel=tw-1397241630|With examples from the specialty chemical industry|Thousands of digitalization projects are launched annually in organizations of all structures and sizes. Yet, more than 50% of those projects will never pass the pilot stage. What are the common pitfalls? Can a shared strategy and vision help corporate management and operational teams overcome the obstacles?| Moran Gybels  Team Lead at IPCOS  will answer these questions based on her experience managing the implementation of digitalization projects in the specialty chemical industry. This webinar will cover some common pitfalls: define a clear global strategyprovide valuestandardization vs customizationpoor local adoptionIt will also share key components to define global development strategy to help corporate management and operational teams overcome obstacles. |How to deploy performance management solutions at scale  Moran Gybels  Team Lead at IPCOS  will answer these questions based on her experience managing the implementation of digitalization projects in the specialty chemical industry This webinar will cover some common pitfalls define a clear global strategyprovide valuestandardization vs customizationpoor local adoptionIt will also share key components to define global development strategy to help corporate management and operational teams overcome obstacles  Thousands of digitalization projects are launched annually in organizations of all structures and sizes Yet more than 50 of those projects will never pass the pilot stage What are the common pitfalls Can a shared strategy and vision help corporate management and operational teams overcome the obstacles httpsinfoipcoscomhowtodeployperformancemanagementsolutionsatscaleutmcontent224316175utmmediumsocialutmsourcetwitterhsschanneltw1397241630 With examples from the specialty chemical industry Live webinarOnlineIPCOS
Creating business value with AI and big data|https://www.vaia.be/en/courses/creating-business-value-with-ai-and-big-data-4|24/10/2022|Course-Brussels-Vlerick Business School|24 Oct 2022 - 13 Mar 2023|English|Brussels|Target audience: managers|24 Oct 2022||/|https://www.vlerick.com/en/programmes/programmes-in-digital-transformation/creating-business-value-with-ai-and-big-data/|24 Oct 2022 - 13 Mar 2023|More info  Share this course  | Machine learning  natural language processing  robotics  cloud and modern data platforms… They all have immense potential for your organisation. But how do you make them work for you? |Creating business value with AI and big data  Machine learning  natural language processing  robotics  cloud and modern data platforms… They all have immense potential for your organisation But how do you make them work for you  More info  Share this course   httpswwwvlerickcomenprogrammesprogrammesindigitaltransformationcreatingbusinessvaluewithaiandbigdata 24 Oct 2022  13 Mar 2023 CourseBrusselsVlerick Business School
De-identification and anonymisation of sensitive data|https://www.vaia.be/en/courses/the-theory-and-practice-of-statistical-disclosure-control-sdc-technology-for-protecting-microdata-sets-against-privacy-disclosures|20/10/2022|Two-day course-Hasselt-VAIA; Flames Network &amp; UHasselt|20 Oct 2022 - 21 Oct 2022|English|UHasselt - campus Hasselt|Target audience: Young researchers working with sensitive data|13 Oct 2022|basics of statistics and probability theory|"PhD or postdoc at Flemish academic institute: free | other academics/non-profit/social sector: €300 | private sector: €800"|https://www.uhasselt.be/flamessdc|Two-day course out of the Flames &amp; VAIA Data Science Track|Legitimacy of data-driven research and success of data-intensive applications like machine learning and other AI techniques depend heavily on protecting privacy in the design, realisation, deployment and maintenance of these studies and systems. Therefore it's important to apply some measures on the data to reduce the risk of disclosing sensitive information as much as possible. In this course we focus on the techniques in Statistical disclosure control to minimize the amount of personal data in data sets.| Legitimacy of data-driven research and success of data-intensive applications depend on protecting privacy in the design  realisation  deployment and maintenance of these studies and systems. Personal Data Minimization (PDM) is a core principle of privacy protection  whereby the amount of personal data in data sets is adjusted to the level needed for the legitimate data usage in mind (i.e.  for the aimed study or system functionality). Mainly  Statistical Disclosure Control (SDC) tools and mechanisms are used for the PDM of micro and tabular data sets. SDC technology aims at mitigating the disclosure of privacy sensitive information to adversaries who have access to the content of such data sets. Applying SDC methods is necessary before storing the data sets  sharing them with scientific community or partner organisations  or opening them to the public. Using a SDC tool  an expert can apply advanced SDC algorithms with proper parameters to a data set (i.e.  transform the data set)  gain insights into the utility of the original and the transformed data sets  estimate the data disclosure risks of the original and the transformed data sets  and eventually make appropriate trade-offs between the indicators of data utility and data disclosure risks. The task of applying SDC into practice  however  increasingly becomes difficult due to the growth of data volume  variety  velocity ... and the availability of background information to adversaries. Data growth makes it difficult to detect potential privacy issues hidden in data sets (relating to the intrinsic characteristics of data sets) and background information makes it difficult to assess the potential risks when combining sensitive data sets with other ones (relating to the extrinsic characteristics of data sets). prerequisite knowledge: Being familiar with basics of mathematicsUsed tools: ARX and ARXaaSDuration: Four half-day sessions (each of about 3 hours)  organized in two consecutive days 1: Introduction by Mortaza S. Bargh and Sunil Choenni On privacy foundations  privacy by design principles  publishing the results of privacy-sensitive data-driven studies 2: SDC for microdata protection  by Mortaza S. Bargh and Afshin Amighi Introducing the theory of the main SDC methods and having hands on practice with the tool ARX 3: Differential privacy and its application to microdata protection by Mortaza S. Bargh and Afshin Amighi Introducing the theory of the main differential privacy methods and having hands on practice with the tool ARX4: On the process of applying SDC into practice by Mortaza S. Bargh and Sunil Choenni Describing the complementary measures needed  based on the Data Protection Impact Assessment (DPIA) model |Deidentification and anonymisation of sensitive data  Legitimacy of datadriven research and success of dataintensive applications depend on protecting privacy in the design  realisation  deployment and maintenance of these studies and systems Personal Data Minimization PDM is a core principle of privacy protection  whereby the amount of personal data in data sets is adjusted to the level needed for the legitimate data usage in mind ie  for the aimed study or system functionality Mainly  Statistical Disclosure Control SDC tools and mechanisms are used for the PDM of micro and tabular data sets SDC technology aims at mitigating the disclosure of privacy sensitive information to adversaries who have access to the content of such data sets Applying SDC methods is necessary before storing the data sets  sharing them with scientific community or partner organisations  or opening them to the public Using a SDC tool  an expert can apply advanced SDC algorithms with proper parameters to a data set ie  transform the data set  gain insights into the utility of the original and the transformed data sets  estimate the data disclosure risks of the original and the transformed data sets  and eventually make appropriate tradeoffs between the indicators of data utility and data disclosure risks The task of applying SDC into practice  however  increasingly becomes difficult due to the growth of data volume  variety  velocity  and the availability of background information to adversaries Data growth makes it difficult to detect potential privacy issues hidden in data sets relating to the intrinsic characteristics of data sets and background information makes it difficult to assess the potential risks when combining sensitive data sets with other ones relating to the extrinsic characteristics of data sets prerequisite knowledge Being familiar with basics of mathematicsUsed tools ARX and ARXaaSDuration Four halfday sessions each of about 3 hours  organized in two consecutive days 1 Introduction by Mortaza S Bargh and Sunil Choenni On privacy foundations  privacy by design principles  publishing the results of privacysensitive datadriven studies 2 SDC for microdata protection  by Mortaza S Bargh and Afshin Amighi Introducing the theory of the main SDC methods and having hands on practice with the tool ARX 3 Differential privacy and its application to microdata protection by Mortaza S Bargh and Afshin Amighi Introducing the theory of the main differential privacy methods and having hands on practice with the tool ARX4 On the process of applying SDC into practice by Mortaza S Bargh and Sunil Choenni Describing the complementary measures needed  based on the Data Protection Impact Assessment DPIA model  Legitimacy of datadriven research and success of dataintensive applications like machine learning and other AI techniques depend heavily on protecting privacy in the design realisation deployment and maintenance of these studies and systems Therefore its important to apply some measures on the data to reduce the risk of disclosing sensitive information as much as possible In this course we focus on the techniques in Statistical disclosure control to minimize the amount of personal data in data sets httpswwwuhasseltbeflamessdc Twoday course out of the Flames amp VAIA Data Science Track Twoday courseHasseltVAIA Flames Network amp UHasselt
