title|url|date|course_info|start_time|language|location_detail|target_group|subscription_limit|constraints|price|details|sub_title|intro|full_body|data
The building bricks of language|https://www.vaia.be/en/courses/the-building-bricks-of-language|24/02/2023|Seminar-Leuven-KU Leuven Kulak|24 Feb 2023 15:00 - 17:00|English|KU Leuven, MSI 01.28|Target audience: academics interested  in languages and AI||no|free|https://kulak.kuleuven.be/nl/over_kulak/faculteiten/letteren/onderzoek/francqui-leerstoel-2023/lezingen-francqui-leerstoel-2023-seminars-francqui-chair-2023|24 Feb 2023 15:00 - 17:00|More info  Share this course  | Language makes infinite use of finite means  as Chomsky would have it. There is an interesting functional similitude between Chomsky’s generative grammars and the latest generative language models such as ChatGPT. They both generate language; they are able  broadly speaking  to convert an idea into various wordings  within the bounds of what is grammatical. They differ as well: Chomsky’s economizing principles stand in stark contrast with the careless ‘maximalism’ of Large Language Models  fueled by the motto “there’s no data like more data”. How do these models relate to each other  and also with respect to an important third model  the human language system  implemented in countless independent brains? Drawing on linguistic  computational and neurobiological research I discuss how these different views offer explanations for individual language variation  by focusing on the building bricks  the ‘finite means’  they appear to be using. |The building bricks of language  Language makes infinite use of finite means  as Chomsky would have it There is an interesting functional similitude between Chomsky’s generative grammars and the latest generative language models such as ChatGPT They both generate language they are able  broadly speaking  to convert an idea into various wordings  within the bounds of what is grammatical They differ as well Chomsky’s economizing principles stand in stark contrast with the careless ‘maximalism’ of Large Language Models  fueled by the motto “there’s no data like more data” How do these models relate to each other  and also with respect to an important third model  the human language system  implemented in countless independent brains Drawing on linguistic  computational and neurobiological research I discuss how these different views offer explanations for individual language variation  by focusing on the building bricks  the ‘finite means’  they appear to be using  More info  Share this course   httpskulakkuleuvenbenloverkulakfaculteitenletterenonderzoekfrancquileerstoel2023lezingenfrancquileerstoel2023seminarsfrancquichair2023 24 Feb 2023 1500  1700 SeminarLeuvenKU Leuven Kulak
The Law and LAWS:  Recent developments in the law  relating to lethal autonomous weapon  systems (LAWS)|https://www.vaia.be/en/courses/the-law-and-laws-recent-developments-in-the-law-relating-to-lethal-autonomous-weapon-systems-laws|20/02/2023|Lecture-Leuven and online-KU Leuven CiTiP|20 Feb 2023 09:30 - 11:00|English|On campus KU Leuven and online|Target audience: Interested in international laws and regulations relating to autonomous weapons and the use of AI in the military|||Free|https://www.law.kuleuven.be/citip/en/news/item/kcds-citip-fellow-lectures-series-the-law-and-laws-recent-developments-in-the-law-relating-to-lethal-autonomous-weapon-systems-laws|KCDS-CiTiP Fellow Lectures  Series|Advanced autonomous weapons are being used in current armed conflicts. Their use is no longer hypothetical. As a result, advancing the regulatory and legal debate about moderating their use has becoming more critical.| This lecture will present on observations from our participation at the UN CCW’s Group of Government Experts on Lethal Autonomous Weapons Systems (LAWS)  and the Responsible AI in the Military Summit; providing an update on the status of current international legal and regulatory efforts in relation to autonomous capabilities and the military  amid a back-drop of rapid capability acquisition and reported use in armed conflict.  After a brief update on the current use of these capabilities in contemporary armed conflict  and the current state of international legal and regulatory debate  we will discuss the international humanitarian law challenges and cyber security law challenges associated with autonomous military technologies generally  as well as those specific to lethal autonomous weapon systems  before concluding with a forecast of the future challenges associated with the use of LAWS by militaries. |The Law and LAWS  Recent developments in the law  relating to lethal autonomous weapon  systems LAWS  This lecture will present on observations from our participation at the UN CCW’s Group of Government Experts on Lethal Autonomous Weapons Systems LAWS  and the Responsible AI in the Military Summit providing an update on the status of current international legal and regulatory efforts in relation to autonomous capabilities and the military  amid a backdrop of rapid capability acquisition and reported use in armed conflict  After a brief update on the current use of these capabilities in contemporary armed conflict  and the current state of international legal and regulatory debate  we will discuss the international humanitarian law challenges and cyber security law challenges associated with autonomous military technologies generally  as well as those specific to lethal autonomous weapon systems  before concluding with a forecast of the future challenges associated with the use of LAWS by militaries  Advanced autonomous weapons are being used in current armed conflicts Their use is no longer hypothetical As a result advancing the regulatory and legal debate about moderating their use has becoming more critical httpswwwlawkuleuvenbecitipennewsitemkcdscitipfellowlecturesseriesthelawandlawsrecentdevelopmentsinthelawrelatingtolethalautonomousweaponsystemslaws KCDSCiTiP Fellow Lectures  Series LectureLeuven and onlineKU Leuven CiTiP
Are we ready for an AI government?|https://www.vaia.be/en/courses/are-we-ready-for-an-ai-government|16/02/2023|Podcast-Online-e-Estonia|16 Feb 2023 - 31 Dec 2028|English|online|Target audience: Everyone||no|free|https://e-estonia.com/are-we-ready-for-an-ai-government-colin-van-noordt-programme-director-for-ai-at-digital-nation/|Podcast|The government is lagging behind the private sector in its use of Artificial Intelligence (AI). In the latest podcast episode, we discuss the reasons behind it and the challenges and opportunities for the public sector with the leading AI expert and researcher, Colin van Noordt.| The government is lagging behind the private sector in its use of Artificial Intelligence (AI). In the latest podcast episode  we discuss the reasons behind it and the challenges and opportunities for the public sector with the leading AI expert and researcher  Colin van Noordt. |Are we ready for an AI government  The government is lagging behind the private sector in its use of Artificial Intelligence AI In the latest podcast episode  we discuss the reasons behind it and the challenges and opportunities for the public sector with the leading AI expert and researcher  Colin van Noordt  The government is lagging behind the private sector in its use of Artificial Intelligence AI In the latest podcast episode we discuss the reasons behind it and the challenges and opportunities for the public sector with the leading AI expert and researcher Colin van Noordt httpseestoniacomarewereadyforanaigovernmentcolinvannoordtprogrammedirectorforaiatdigitalnation Podcast PodcastOnlineeEstonia
AI for HR and Public Employment|https://www.vaia.be/en/courses/ai-for-hr-and-public-employment|9/02/2023|2-day workshop-Gent-Flanders AI Research Program &amp; UGent|9 Feb 2023 - 10 Feb 2023|English|Onderbergen 1, 9000 Gent|Target audience: anyone with a direct interest in AI for HR/PES||no|free|https://sites.google.com/view/ai4hr-pe/registration-call-for-contributions|Meet up to discuss developments and opportunities in HR and PES|During this workshop we bring together academics interested in contributing to real-life use cases, with industry leaders from regional start-ups, scale-ups, and established HR-tech companies and public employment agencies exploring the use of AI in their operations.| E-recruitment recommender systems.AI for strategic workforce management.Ethical and legal issues when applying AI to HR and public employment.Natural language processing applications for HR and public employment applications.Skills extraction and de novo skill detection.Semantic technologies for HR and public employment applications.Open data initiatives in HR and public employment.... |AI for HR and Public Employment  Erecruitment recommender systemsAI for strategic workforce managementEthical and legal issues when applying AI to HR and public employmentNatural language processing applications for HR and public employment applicationsSkills extraction and de novo skill detectionSemantic technologies for HR and public employment applicationsOpen data initiatives in HR and public employment  During this workshop we bring together academics interested in contributing to reallife use cases with industry leaders from regional startups scaleups and established HRtech companies and public employment agencies exploring the use of AI in their operations httpssitesgooglecomviewai4hrperegistrationcallforcontributions Meet up to discuss developments and opportunities in HR and PES 2day workshopGentFlanders AI Research Program amp UGent
A deep dive into reinforcement learning|https://www.vaia.be/en/courses/a-deep-dive-into-reinforcement-learning|6/02/2023|Course-Brussels-VAIA &amp; Flames|6 Feb 2023 10:00 - 15:00|English|VUB, campus Etterbeek, Pleinlaan 2, Brussel|Target audience: onderzoekers||Python compiler installed, Basic knowledge of statistics, probability theory|free|https://www.flames-statistics.com/iu-courses/64/|Using reinforcement learning to solve challenging real world problems|Reinforcement learning is no longer limited to games, as many real-world problems can be formulated as a reinforcement learning problem. Recent studies used reinforcement learning to solve challenging problems such as wind farm control, epidemic mitigation, and robot control.| Reinforcement learning concerns a distinct branch in the field of machine learning. While supervised and unsupervised machine learning techniques learn based on a set of instances  reinforcement learning concerns an agent that learns by interacting with an environment. To illustrate this setting  consider a video game  where the agent identifies as the player of the game. The environment concerns the video game that can be controlled with a gamepad and observed by looking at the screen. The agent receives feedback from the environment in terms of rewards  for example via a game score. Based on this feedback and the observations of the environment  a reinforcement learning agent aims at learning to play the game optimally  by interacting repeatedly with the environment. In this course  we will study both the reinforcement learning problem and the algorithms that can be used to approach such problems. Over the last years  several important milestones were achieved using the reinforcement learning framework  such as learning to play ATARI 2600 video games  learning to play the board game Go to beat the number one human player and learning to reach grandmaster performance in the real-time strategy game Starcraft II. However  reinforcement learning is no longer limited to games  as many real-world problems can be formulated as a reinforcement learning problem. Recent studies used reinforcement learning to solve challenging problems such as wind farm control  epidemic mitigation  and robot control. In this course  we will convey the fundamentals that underlie reinforcement learning. To achieve this  we will start from intuition and applications to move towards formalisms that can implement a reinforcement learning agent. To move from formalisms to practice  we will explore these concepts in a grid-world environment using the python programming language. 10:00-12:00 Lecture13:00-15:00 Practical Session |A deep dive into reinforcement learning  Reinforcement learning concerns a distinct branch in the field of machine learning While supervised and unsupervised machine learning techniques learn based on a set of instances  reinforcement learning concerns an agent that learns by interacting with an environment To illustrate this setting  consider a video game  where the agent identifies as the player of the game The environment concerns the video game that can be controlled with a gamepad and observed by looking at the screen The agent receives feedback from the environment in terms of rewards  for example via a game score Based on this feedback and the observations of the environment  a reinforcement learning agent aims at learning to play the game optimally  by interacting repeatedly with the environment In this course  we will study both the reinforcement learning problem and the algorithms that can be used to approach such problems Over the last years  several important milestones were achieved using the reinforcement learning framework  such as learning to play ATARI 2600 video games  learning to play the board game Go to beat the number one human player and learning to reach grandmaster performance in the realtime strategy game Starcraft II However  reinforcement learning is no longer limited to games  as many realworld problems can be formulated as a reinforcement learning problem Recent studies used reinforcement learning to solve challenging problems such as wind farm control  epidemic mitigation  and robot control In this course  we will convey the fundamentals that underlie reinforcement learning To achieve this  we will start from intuition and applications to move towards formalisms that can implement a reinforcement learning agent To move from formalisms to practice  we will explore these concepts in a gridworld environment using the python programming language 10001200 Lecture13001500 Practical Session  Reinforcement learning is no longer limited to games as many realworld problems can be formulated as a reinforcement learning problem Recent studies used reinforcement learning to solve challenging problems such as wind farm control epidemic mitigation and robot control httpswwwflamesstatisticscomiucourses64 Using reinforcement learning to solve challenging real world problems CourseBrusselsVAIA amp Flames
Responsible AI in practice|https://www.vaia.be/en/courses/responsible-ai-in-practice-assessing-risks-of-an-ai-ml-system|6/02/2023|Training-Utrecht-Rhite|6 Feb 2023 09:00 - 17:00|English|Utrecht, The Netherlands|Target audience: Privacy pros, data scientists, engineers, any stakeholder working with or interested in AI||none|€ 795,- (Excl. VAT)|https://rhite.tech/nl/wat-we-doen/trainingen/responsible-ai-in-practice|Responsible AI in practice|This one-day training will prepare you to face the challenges associated with building responsible AI systems. It is an intensive hands-on training with enough time for reflection, discussions, and practical group exercises.| This one-day training will prepare you to face the challenges associated with building responsible AI systems. It is an intensive hands-on training with enough time for reflection  discussions  and practical group exercises. What you will learn: Understanding of AI/MLHow to identify data flows and different (privacy) related risksSome of the different impact assessments tools and how to use them in combination with a DPIA (Data Privacy Impact Assessment)Introduction to AI Threat Modeling and AI AuditingHow to assess the risks of AI systems during the different phases of the development life cycleHow to apply the AI risk assessment tool PLOT4ai (https://plot4.ai)The impact of the EU AI ActThe concept of Data Ethics and some of the available assessment toolsA wide variety of practical tips  such as how to apply this knowledge in agile environments!There will be a lunch buffet and some drinks & bites at the end of the day to relax after such an intense day! Included in the price: Lunch buffet  coffee  tea  drinks  fruit  snacksParkingA PLOT4ai physical card deckSlides and other training materialsCertificate of Attendance |Responsible AI in practice  This oneday training will prepare you to face the challenges associated with building responsible AI systems It is an intensive handson training with enough time for reflection  discussions  and practical group exercises What you will learn Understanding of AIMLHow to identify data flows and different privacy related risksSome of the different impact assessments tools and how to use them in combination with a DPIA Data Privacy Impact AssessmentIntroduction to AI Threat Modeling and AI AuditingHow to assess the risks of AI systems during the different phases of the development life cycleHow to apply the AI risk assessment tool PLOT4ai httpsplot4aiThe impact of the EU AI ActThe concept of Data Ethics and some of the available assessment toolsA wide variety of practical tips  such as how to apply this knowledge in agile environmentsThere will be a lunch buffet and some drinks  bites at the end of the day to relax after such an intense day Included in the price Lunch buffet  coffee  tea  drinks  fruit  snacksParkingA PLOT4ai physical card deckSlides and other training materialsCertificate of Attendance  This oneday training will prepare you to face the challenges associated with building responsible AI systems It is an intensive handson training with enough time for reflection discussions and practical group exercises httpsrhitetechnlwatwedoentrainingenresponsibleaiinpractice Responsible AI in practice TrainingUtrechtRhite
Fundamentals of Deep Learning|https://www.vaia.be/en/courses/fundamentals-of-deep-learning|2/02/2023|Short course-Online-Nvidia DLI and University Debrecen|2 Feb 2023 09:00 - 17:00|English|Online|Target audience: Anyone who wants to learn how deep learning works||Understanding of fundamental programming concepts in Python 3, familiarity with pandas data structures and an understanding of how to compute a regression line|free|https://inf.unideb.hu/en/nvidia-deep-learning-institute|Learn how deep learning works through hands-on exercises|Learn how deep learning (DL) works through hands-on exercises in computer vision and natural language processing (NLP). You will train deep learning models from scratch, and pick up tricks and tools for achieving highly accurate results along the way. You’ll also learn to leverage freely available, state-of-the-art pre-trained models to save time and get your deep learning application up and running quickly.| By participating in this workshop  you’ll:Learn the fundamental techniques and tools required to train a deep learning modelGain experience with common deep learning data types and model architecturesEnhance datasets through data augmentation to improve model accuracyLeverage transfer learning between models to achieve efficient results with less data and computationBuild confidence to take on your own project with a modern deep learning framework |Fundamentals of Deep Learning  By participating in this workshop  you’llLearn the fundamental techniques and tools required to train a deep learning modelGain experience with common deep learning data types and model architecturesEnhance datasets through data augmentation to improve model accuracyLeverage transfer learning between models to achieve efficient results with less data and computationBuild confidence to take on your own project with a modern deep learning framework  Learn how deep learning DL works through handson exercises in computer vision and natural language processing NLP You will train deep learning models from scratch and pick up tricks and tools for achieving highly accurate results along the way You’ll also learn to leverage freely available stateoftheart pretrained models to save time and get your deep learning application up and running quickly httpsinfunidebhuennvidiadeeplearninginstitute Learn how deep learning works through handson exercises Short courseOnlineNvidia DLI and University Debrecen
Uncertainty in Machine Learning|https://www.vaia.be/en/courses/uncertainty-in-machine-learning|1/02/2023|Workshop-Gent-VAIA &amp; UGent|1 Feb 2023 - 3 Feb 2023|English|Campus Coupure|Target audience: researchers in machine learning|07 Dec 2022||free|https://sites.google.com/view/wuml2023/home|Recent developments of different sources and types of uncertainty|The notion of uncertainty is of major importance in machine learning and constitutes a key element of modern machine learning methodology. In recent years, it has gained in importance due to the increasing relevance of machine learning for practical applications, many of which are coming with safety requirements. In this regard, new problems and challenges have been identified by machine learning scholars, which call for new methodological developments. | Indeed  while uncertainty has long been perceived as almost synonymous with standard probability and probabilistic predictions  recent research has gone beyond traditional approaches and also leverages more general formalisms and uncertainty calculi. For example  a distinction between different sources and types of uncertainty  such as aleatoric and epistemic uncertainty  turns out to be useful in many machine learning applications. The workshop will pay specific attention to recent developments of this kind. The scope of the workshop covers  but is not limited to  the following topics: adversarial examplesaleatoric and epistemic uncertaintyBayesian methodsbelief functionscalibrationclassification with reject optionconformal predictioncredal classifiers(uncertainty in) deep learning and neural networksensemble methodsimprecise probabilitylikelihood and fiducial inferencehypothesis testingmodel selection and misspecificationmulti-armed banditsnoisy data and outliersonline learningout-of-sample predictionout-of-distribution detectionuncertainty in optimizationperformance evaluationprediction intervalsprobabilistic methodsreliable predictionset-valued predictionuncertainty quantification This small-scale workshop wants to bring together researchers interested in the topic of uncertainty in machine learning. It is meant to provide a place for the discussion of the most recent developments in the modeling  processing  and quantification of uncertainty in machine learning problems  and the exploration of new research directions in this field. |Uncertainty in Machine Learning  Indeed  while uncertainty has long been perceived as almost synonymous with standard probability and probabilistic predictions  recent research has gone beyond traditional approaches and also leverages more general formalisms and uncertainty calculi For example  a distinction between different sources and types of uncertainty  such as aleatoric and epistemic uncertainty  turns out to be useful in many machine learning applications The workshop will pay specific attention to recent developments of this kind The scope of the workshop covers  but is not limited to  the following topics adversarial examplesaleatoric and epistemic uncertaintyBayesian methodsbelief functionscalibrationclassification with reject optionconformal predictioncredal classifiersuncertainty in deep learning and neural networksensemble methodsimprecise probabilitylikelihood and fiducial inferencehypothesis testingmodel selection and misspecificationmultiarmed banditsnoisy data and outliersonline learningoutofsample predictionoutofdistribution detectionuncertainty in optimizationperformance evaluationprediction intervalsprobabilistic methodsreliable predictionsetvalued predictionuncertainty quantification This smallscale workshop wants to bring together researchers interested in the topic of uncertainty in machine learning It is meant to provide a place for the discussion of the most recent developments in the modeling  processing  and quantification of uncertainty in machine learning problems  and the exploration of new research directions in this field  The notion of uncertainty is of major importance in machine learning and constitutes a key element of modern machine learning methodology In recent years it has gained in importance due to the increasing relevance of machine learning for practical applications many of which are coming with safety requirements In this regard new problems and challenges have been identified by machine learning scholars which call for new methodological developments  httpssitesgooglecomviewwuml2023home Recent developments of different sources and types of uncertainty WorkshopGentVAIA amp UGent
Balancing safety and performance in learning-based optimal control|https://www.vaia.be/en/courses/balancing-safety-and-performance-in-learning-based-optimal-control|30/01/2023|Webinar-Online-VAIA &amp; KU Leuven ESAT STADIUS|30 Jan 2023 15:00 - 16:00|English|online|Target audience: everyone interested in research on AI/Machine learning and Automation/Control|||free|https://www.vaia.be/en/courses/balancing-safety-and-performance-in-learning-based-optimal-control#registrationForm|30 Jan 2023 15:00 - 16:00| (Re)view the presentation    | Modern day decision-making and control systems are required to operate with increasing levels of autonomy and under highly uncertain conditions. This brings about the need for advanced planning and control strategies that are able to learn from online observations  while still adhering to strict requirements on safety  reliability and real-time capabilities  common in more traditional control applications. To this end  many approaches are emerging  differing in their underlying assumptions on sources of uncertainty and methodologies for learning. |Balancing safety and performance in learningbased optimal control  Modern day decisionmaking and control systems are required to operate with increasing levels of autonomy and under highly uncertain conditions This brings about the need for advanced planning and control strategies that are able to learn from online observations  while still adhering to strict requirements on safety  reliability and realtime capabilities  common in more traditional control applications To this end  many approaches are emerging  differing in their underlying assumptions on sources of uncertainty and methodologies for learning   Review the presentation     httpswwwvaiabeencoursesbalancingsafetyandperformanceinlearningbasedoptimalcontrolregistrationForm 30 Jan 2023 1500  1600 WebinarOnlineVAIA amp KU Leuven ESAT STADIUS
What does the use of algorithms mean for the autonomy of teachers?|https://www.vaia.be/en/courses/what-does-the-use-of-algorithms-mean-for-the-autonomy-of-teachers|27/01/2023|Webinar-Online-European Schoolnet|27 Jan 2023 09:00 - 10:30|English|Online|Target audience: people employed in the education sector|25 Jan 2023||free|https://forms.office.com/pages/responsepage.aspx?id=8Rgd4hIhz06mfNIK7b0Ys6pHkOUS65dOhgLSBoeuKtZUMlJBQVM1VzYzSThKWDRENVkySjFUM0RETy4u|Data4Learning - webinar series|The second episode of our webinar series ‘Data4Learning’ focuses on the meaningful and ethical use of data for student learning. More specifically, the second episode will tackle the topic “What does the use of algorithms mean for the autonomy of teachers?” Three speakers will share their experience and insights on the issue.| Artificial Intelligence (AI) and data-driven educational practices are increasingly used in schools across the world  promising a revolution in the way teaching is taking place and students learn. However  the increase in the integration of such technologies in formal education contexts has raised multiple questions around ethical uses  privacy  and security of students  as well as questions about the role of the teacher in this new schooling context. We will discuss questions such as: How is data used for learning? What are the potential benefits that data-driven practices can bring? What are the limitations? What does it mean when the algorithms take decisions that usually the teacher take? What are the necessary steps to ensure teachers possess the right skills and competences to make best use of this data? How can we agree on a way forward that harnesses the benefits of AI without compromising students’ privacy and teachers’ agency?  Following speakers will share their experience and insights on the issue: |What does the use of algorithms mean for the autonomy of teachers  Artificial Intelligence AI and datadriven educational practices are increasingly used in schools across the world  promising a revolution in the way teaching is taking place and students learn However  the increase in the integration of such technologies in formal education contexts has raised multiple questions around ethical uses  privacy  and security of students  as well as questions about the role of the teacher in this new schooling context We will discuss questions such as How is data used for learning What are the potential benefits that datadriven practices can bring What are the limitations What does it mean when the algorithms take decisions that usually the teacher take What are the necessary steps to ensure teachers possess the right skills and competences to make best use of this data How can we agree on a way forward that harnesses the benefits of AI without compromising students’ privacy and teachers’ agency  Following speakers will share their experience and insights on the issue  The second episode of our webinar series ‘Data4Learning’ focuses on the meaningful and ethical use of data for student learning More specifically the second episode will tackle the topic “What does the use of algorithms mean for the autonomy of teachers” Three speakers will share their experience and insights on the issue httpsformsofficecompagesresponsepageaspxid8Rgd4hIhz06mfNIK7b0Ys6pHkOUS65dOhgLSBoeuKtZUMlJBQVM1VzYzSThKWDRENVkySjFUM0RETy4u Data4Learning  webinar series WebinarOnlineEuropean Schoolnet
Fundamentals of Accelerated Data Science with RAPIDS|https://www.vaia.be/en/courses/fundamentals-of-accelerated-data-science-with-rapids|19/01/2023|Short course-Online-Nvidia DLI and University Debrecen|19 Jan 2023 09:00 - 17:00|English|online|Target audience: data scientists|19 Jan 2023|Professional data science experience with Python, including proficiency in pandas and NumPy. Also, must have familiarity with common machine learning algorithms, including XGBoost, linear regression, DBSCAN, K-Means, and SSSP|free|https://inf.unideb.hu/en/nvidia-deep-learning-institute|19 Jan 2023 09:00 - 17:00|More info  Share this course  | By participating in this workshop  you’ll: Implement GPU-accelerated data preparation and feature extraction using cuDF and Apache Arrow data framesApply a broad spectrum of GPU-accelerated machine learning tasks using XGBoost and a variety of cuML algorithmsExecute GPU-accelerated graph analysis with cuGraph  achieving massive-scale analytics in small amounts of timeRapidly achieve massive-scale graph analytics using cuGraph routines |Fundamentals of Accelerated Data Science with RAPIDS  By participating in this workshop  you’ll Implement GPUaccelerated data preparation and feature extraction using cuDF and Apache Arrow data framesApply a broad spectrum of GPUaccelerated machine learning tasks using XGBoost and a variety of cuML algorithmsExecute GPUaccelerated graph analysis with cuGraph  achieving massivescale analytics in small amounts of timeRapidly achieve massivescale graph analytics using cuGraph routines  More info  Share this course   httpsinfunidebhuennvidiadeeplearninginstitute 19 Jan 2023 0900  1700 Short courseOnlineNvidia DLI and University Debrecen
How can AI leverage Smart Manufacturing?|https://www.vaia.be/en/courses/how-can-ai-leverage-smart-manufacturing|17/01/2023|Workshop-Leuven-Flanders Make|17 Jan 2023 13:00 - 19:30|English|Gaston Geenslaan 8, 3001 Leuven|Target audience: industrial audience|||free|https://www.flandersmake.be/en/events/how-can-ai-leverage-smart-manufacturing-0|17 Jan 2023 13:00 - 19:30|More info  Share this course  | The main goal of this Second Edition (results 2022) is to discuss  & demonstrate how AI can be made more reliable  scalable and robust   when supported by a formalized domain knowledge. On this event  the full architecture where AI and formal knowledge  are orchestrated will be demonstrated in different applications  namely: Intelligent Production Smart Machines Flexible manufacturing.In cooperation with different research teams in the Flanders AI Research program   Flanders Make is developing proof of concepts to demonstrate how AI can  be introduced in a manufacturing system to make it smarter and Industry  4.0 compliant. This event targets an industrial audience  where two speech sessions  and demos sessions will be organized in order to discuss and demonstrate  AI as key enabler for Smart Manufacturing and Industry 4.0 transition. 13:00Registration & snacks13:30IntroductionAI in Flemish industry & AI research opportunities in Flanders14:00Part 1: Domain knowledge in the training of AI modelsAI  models only provide relevant outputs if they are trained with relevant  knowledge. In this session  we provide how domain-knowledge can be  formalized to provide relevant training knowledge for AI models.15:00Demonstrations16:00Part 2: Domain knowledge for online and realtime applicationsTo  achieve high accuracy & robustness in a specific application  the  AI models / predictors need to be constrained by more deterministic  information. In this session  different industrial system’s  architectures will be demonstrated to highlight this concept and explain  how domain knowledge can improve accuracy & robustness of AI  models.17:30 - 19:30Networking & walking dinner (with posters by PhD students) |How can AI leverage Smart Manufacturing  The main goal of this Second Edition results 2022 is to discuss   demonstrate how AI can be made more reliable  scalable and robust   when supported by a formalized domain knowledge On this event  the full architecture where AI and formal knowledge  are orchestrated will be demonstrated in different applications  namely Intelligent Production Smart Machines Flexible manufacturingIn cooperation with different research teams in the Flanders AI Research program   Flanders Make is developing proof of concepts to demonstrate how AI can  be introduced in a manufacturing system to make it smarter and Industry  40 compliant This event targets an industrial audience  where two speech sessions  and demos sessions will be organized in order to discuss and demonstrate  AI as key enabler for Smart Manufacturing and Industry 40 transition 1300Registration  snacks1330IntroductionAI in Flemish industry  AI research opportunities in Flanders1400Part 1 Domain knowledge in the training of AI modelsAI  models only provide relevant outputs if they are trained with relevant  knowledge In this session  we provide how domainknowledge can be  formalized to provide relevant training knowledge for AI models1500Demonstrations1600Part 2 Domain knowledge for online and realtime applicationsTo  achieve high accuracy  robustness in a specific application  the  AI models  predictors need to be constrained by more deterministic  information In this session  different industrial system’s  architectures will be demonstrated to highlight this concept and explain  how domain knowledge can improve accuracy  robustness of AI  models1730  1930Networking  walking dinner with posters by PhD students  More info  Share this course   httpswwwflandersmakebeeneventshowcanaileveragesmartmanufacturing0 17 Jan 2023 1300  1930 WorkshopLeuvenFlanders Make
Initiations into AI for professionals|https://www.vaia.be/en/courses/initiations-into-ai-for-professionnals|16/01/2023|Mini-course-Brussels-AI Lab VUB|16 Jan 2023 10:00 - 13:00|English|AI Experience Centre - VUB Campus Etterbeek Pleinlaan 9 1050 Elsene|Target audience: Decision makers; Legal profiles; Business developers; Project Managers; Investors Independents||No technical or STEM background is required.|Early bird 95€ - Normal price 135€|https://www.vub.be/en/studying-vub/all-study-programmes-vub/personal-development-during-your-studies/trainings/initiations-into-artificial-intelligence|16 Jan 2023 10:00 - 13:00|More info  Share this course  | The AI LAB offers a monthly initiation into AI to support professionals in their transition to AI. If you are willing to: √ understand the impact of AI for your industry√ identify your needs and the tools√ train yourself and your teams√ be open to opportunities and change Description and objectives: A session guided by an AI teacher.This interactive initiation into AI relies on pedagogical tools  games and a collaborative approach to demystify AI and identify the barriers  needs or opportunities that arise for your business. PLAY: a playful and didactic method using a collaborative gameLEARN: legal  ethical and philosophical considerationsDEVELOP: confronting algorithms  code and biasEXPERIMENT: real-life AI demonstrations |Initiations into AI for professionals  The AI LAB offers a monthly initiation into AI to support professionals in their transition to AI If you are willing to √ understand the impact of AI for your industry√ identify your needs and the tools√ train yourself and your teams√ be open to opportunities and change Description and objectives A session guided by an AI teacherThis interactive initiation into AI relies on pedagogical tools  games and a collaborative approach to demystify AI and identify the barriers  needs or opportunities that arise for your business PLAY a playful and didactic method using a collaborative gameLEARN legal  ethical and philosophical considerationsDEVELOP confronting algorithms  code and biasEXPERIMENT reallife AI demonstrations  More info  Share this course   httpswwwvubbeenstudyingvuballstudyprogrammesvubpersonaldevelopmentduringyourstudiestrainingsinitiationsintoartificialintelligence 16 Jan 2023 1000  1300 MinicourseBrusselsAI Lab VUB
